test_id,gene_id,gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
ACSL3,ACSL3,ACSL3,chr2:222861013-222943401,WT,DSL3,OK,14.2918,21.1006,0.5621,3.20293,5.00E-05,0.000189718,yes
ACSL4,ACSL4,ACSL4,chrX:109641334-109733392,WT,DSL3,OK,43.5154,25.0787,-0.795066,-4.23686,5.00E-05,0.000189718,yes
ACSL5,ACSL5,ACSL5,chr10:112374157-112428380,WT,DSL3,NOTEST,0.0574713,0.79322,3.78681,0,1,1,no
ACSL6,ACSL6,ACSL6,chr5:131949973-132012068,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ACSM1,ACSM1,ACSM1,chr16:20623236-20691256,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ACSM2A,ACSM2A,ACSM2A,chr16:20451460-20487669,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ACSM2B,ACSM2B,ACSM2B,chr16:20536760-20576373,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ACSM3,ACSM3,ACSM3,chr16:20763989-20849668,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ACSM4,ACSM4,ACSM4,chr12:7304331-7328373,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ACSM5,ACSM5,ACSM5,chr16:20409533-20440959,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ACSM6,ACSM6,ACSM6,chr10:95194199-95228929,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ACSS1,ACSS1,ACSS1,chr20:25006229-25058182,WT,DSL3,NOTEST,0.754315,0.497005,-0.601908,0,1,1,no
ACSS2,ACSS2,ACSS2,chr20:34874962-34927966,WT,DSL3,OK,3.16479,4.42146,0.482414,1.12412,0.03255,0.0614249,no
ACSS3,ACSS3,ACSS3,chr12:81078029-81255803,WT,DSL3,NOTEST,0,0.863051,inf,0,1,1,no
ACTA1,ACTA1,ACTA1,chr1:229431245-229434096,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ACTA2,ACTA2,ACTA2,chr10:88932683-89015785,WT,DSL3,OK,24.5043,10.6176,-1.20657,-2.97546,5.00E-05,0.000189718,yes
ACTA2-AS1,ACTA2-AS1,ACTA2-AS1,chr10:88932683-89015785,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ACTB,ACTB,ACTB,chr7:5527147-5530601,WT,DSL3,OK,1753.65,2006.56,0.194363,0.407061,0.4914,0.585,no
ACTBL2,ACTBL2,ACTBL2,chr5:57480015-57482809,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ACTC1,ACTC1,ACTC1,chr15:34755083-34812923,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ACTG1,ACTG1,ACTG1,chr17:81509970-81512866,WT,DSL3,OK,965.824,776.897,-0.314036,-1.05161,0.0768,0.127856,no
ACTG1P17,ACTG1P17,ACTG1P17,chr15:82725897-82739780,WT,DSL3,NOTEST,0,0.152327,inf,0,1,1,no
ACTG1P20,ACTG1P20,ACTG1P20,chr1:27322144-27336400,WT,DSL3,NOTEST,1.47051,0.715336,-1.03962,0,1,1,no
ACTG1P4,ACTG1P4,ACTG1P4,chr1:103525955-103579534,WT,DSL3,NOTEST,0.0819628,0,#NAME?,0,1,1,no
ACTG2,ACTG2,ACTG2,chr2:73892965-73919653,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ACTL10,ACTL10,ACTL10,chr20:33657086-33674458,WT,DSL3,NOTEST,1.63976,1.67669,0.0321354,0,1,1,no
ACTL6A,ACTL6A,ACTL6A,chr3:179562879-179588405,WT,DSL3,OK,35.3638,46.8478,0.40571,2.19922,0.0001,0.000361213,yes
ACTL6B,ACTL6B,ACTL6B,chr7:100643102-100656461,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ACTL7A,ACTL7A,ACTL7A,chr9:108862227-108863755,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ACTL7B,ACTL7B,ACTL7B,chr9:108854588-108855995,WT,DSL3,NOTEST,0.212467,0,#NAME?,0,1,1,no
ACTL8,ACTL8,ACTL8,chr1:17755312-17827063,WT,DSL3,NOTEST,0.693271,0.734427,0.0832002,0,1,1,no
ACTL9,ACTL9,ACTL9,chr19:8697396-8698830,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ACTN1,ACTN1,ACTN1,chr14:68874122-68979366,WT,DSL3,OK,70.5594,42.4905,-0.731698,-3.79726,5.00E-05,0.000189718,yes
ACTN1-AS1,ACTN1-AS1,ACTN1-AS1,chr14:68979681-68987463,WT,DSL3,NOTEST,0.300501,0.276995,-0.117509,0,1,1,no
ACTN2,ACTN2,ACTN2,chr1:236686453-236764627,WT,DSL3,NOTEST,0.0210125,0,#NAME?,0,1,1,no
ACTN3,ACTN3,ACTN3,chr11:66546394-66563329,WT,DSL3,NOTEST,0,0.053997,inf,0,1,1,no
ACTN4,ACTN4,ACTN4,chr19:38647626-38744474,WT,DSL3,OK,161.486,188.18,0.220704,1.003,0.0974,0.156118,no
ACTR10,ACTR10,ACTR10,chr14:58200114-58235635,WT,DSL3,OK,6.65537,4.90985,-0.438839,-1.4192,0.0178,0.0361086,yes
ACTR1A,ACTR1A,ACTR1A,chr10:102479228-102502755,WT,DSL3,OK,52.2512,33.7101,-0.632282,-3.2784,5.00E-05,0.000189718,yes
ACTR1B,ACTR1B,ACTR1B,chr2:97655938-97664098,WT,DSL3,OK,3.63851,5.52988,0.603901,1.5261,0.01995,0.0398686,yes
ACTR2,ACTR2,ACTR2,chr2:65227694-65271256,WT,DSL3,OK,40.6904,44.6509,0.134,0.706884,0.23135,0.31715,no
ACTR3,ACTR3,ACTR3,chr2:113831182-113961552,WT,DSL3,OK,27.5547,36.0487,0.387649,2.13408,0.0008,0.00235959,yes
ACTR3B,ACTR3B,ACTR3B,chr7:152759748-152855379,WT,DSL3,NOTEST,2.33796,1.8883,-0.308166,0,1,1,no
ACTR3BP2,ACTR3BP2,ACTR3BP2,chr2:91941132-91942470,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ACTR3BP5,ACTR3BP5,ACTR3BP5,chr10:38696595-38698240,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ACTR3C,ACTR3C,ACTR3C,chr7:150247211-150338156,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ACTR5,ACTR5,ACTR5,chr20:38748453-38772446,WT,DSL3,OK,6.16868,3.35711,-0.877744,-2.24178,0.0007,0.00209034,yes
ACTR6,ACTR6,ACTR6,chr12:100200086-100224424,WT,DSL3,OK,7.30464,6.57902,-0.150941,-0.428421,0.44075,0.536934,no
ACTR8,ACTR8,ACTR8,chr3:53867065-53882202,WT,DSL3,OK,5.73428,5.00224,-0.197039,-0.750981,0.1988,0.28144,no
ACTRT1,ACTRT1,ACTRT1,chrX:128050961-128052403,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ACTRT2,ACTRT2,ACTRT2,chr1:3021481-3022903,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ACTRT3,ACTRT3,ACTRT3,chr3:169766922-169769895,WT,DSL3,NOTEST,0,0.236965,inf,0,1,1,no
ACVR1,ACVR1,ACVR1,chr2:157736445-157875862,WT,DSL3,OK,4.50451,5.05407,0.166075,0.517049,0.37205,0.468693,no
ACVR1B,ACVR1B,ACVR1B,chr12:51951666-51997079,WT,DSL3,NOTEST,2.53844,2.22029,-0.193197,0,1,1,no
ACVR1C,ACVR1C,ACVR1C,chr2:157526766-157628887,WT,DSL3,NOTEST,0.0186686,0.0202595,0.117982,0,1,1,no
ACVR2A,ACVR2A,ACVR2A,chr2:147844516-148513475,WT,DSL3,NOTEST,0.504911,1.56629,1.63325,0,1,1,no
ACVR2B,ACVR2B,ACVR2B,chr3:38451026-38493142,WT,DSL3,NOTEST,0.575125,0.340288,-0.757119,0,1,1,no
ACVR2B-AS1,ACVR2B-AS1,ACVR2B-AS1,chr3:38451026-38493142,WT,DSL3,NOTEST,0.292794,0.0258844,-3.49973,0,1,1,no
ACVRL1,ACVRL1,ACVRL1,chr12:51907417-51923361,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ACY1,ACY1,ACY1,chr3:51975025-51989202,WT,DSL3,OK,5.50852,4.38216,-0.330022,-0.439898,0.36675,0.463266,no
ACY3,ACY3,ACY3,chr11:67642554-67650659,WT,DSL3,NOTEST,0.191569,0.0751763,-1.34951,0,1,1,no
ACYP1,ACYP1,ACYP1,chr14:75053224-75069483,WT,DSL3,OK,25.3385,18.6932,-0.438813,-1.02707,0.05185,0.0914848,no
ACYP2,ACYP2,ACYP2,chr2:54115272-54305298,WT,DSL3,NOTEST,1.68086,0.800586,-1.07007,0,1,1,no
ADA,ADA,ADA,chr20:44619521-44651735,WT,DSL3,NOTEST,2.96787,2.02537,-0.551242,0,1,1,no
ADAD1,ADAD1,ADAD1,chr4:122378965-122429792,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADAD2,ADAD2,ADAD2,chr16:84191116-84197166,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADAL,ADAL,ADAL,chr15:43327775-43354555,WT,DSL3,NOTEST,1.69099,1.34856,-0.326451,0,1,1,no
ADAM10,ADAM10,ADAM10,chr15:58595203-58749978,WT,DSL3,OK,11.4621,14.2945,0.318597,1.74595,0.0039,0.00959592,yes
ADAM11,ADAM11,ADAM11,chr17:44759199-44781846,WT,DSL3,NOTEST,0.709289,0.310651,-1.19108,0,1,1,no
ADAM12,ADAM12,ADAM12,chr10:126012384-126388558,WT,DSL3,OK,10.6539,12.8022,0.265016,1.27287,0.02535,0.0492193,yes
ADAM15,ADAM15,ADAM15,chr1:155033805-155069553,WT,DSL3,OK,18.0749,12.0549,-0.584361,-2.28911,5.00E-05,0.000189718,yes
ADAM17,ADAM17,ADAM17,chr2:9489280-9555788,WT,DSL3,OK,11.4662,12.0801,0.0752434,0.361189,0.5375,0.627921,no
ADAM18,ADAM18,ADAM18,chr8_KI270822v1_alt:335201-480684,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADAM19,ADAM19,ADAM19,chr5:157477303-157575823,WT,DSL3,NOTEST,2.38011,2.91233,0.291146,0,1,1,no
ADAM1A,ADAM1A,ADAM1A,chr12:111899062-111901902,WT,DSL3,NOTEST,0.719352,0.737489,0.0359225,0,1,1,no
ADAM2,ADAM2,ADAM2,chr8_KI270822v1_alt:494374-588925,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADAM20,ADAM20,ADAM20,chr14:70522360-70535015,WT,DSL3,NOTEST,0.0506296,0,#NAME?,0,1,1,no
ADAM20P1,ADAM20P1,ADAM20P1,chr14:70468878-70483756,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADAM21,ADAM21,ADAM21,chr14:70452156-70459905,WT,DSL3,NOTEST,0.0558805,0.0750938,0.426348,0,1,1,no
ADAM21P1,ADAM21P1,ADAM21P1,chr14:70245752-70247801,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADAM22,ADAM22,ADAM22,chr7:87934250-88202889,WT,DSL3,NOTEST,1.12922,0.0541199,-4.38302,0,1,1,no
ADAM23,ADAM23,ADAM23,chr2:206443643-206621131,WT,DSL3,NOTEST,0,0.426154,inf,0,1,1,no
ADAM28,ADAM28,ADAM28,chr8:24294039-24548618,WT,DSL3,NOTEST,0.0981726,0.0415051,-1.24203,0,1,1,no
ADAM29,ADAM29,ADAM29,chr4:174918357-174978180,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADAM30,ADAM30,ADAM30,chr1:119893532-119896524,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADAM32,ADAM32,ADAM32,chr8_KI270822v1_alt:13213-190632,WT,DSL3,NOTEST,1.27172,1.8929,0.573813,0,1,1,no
ADAM33,ADAM33,ADAM33,chr20:3667972-3682131,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADAM3A,ADAM3A,ADAM3A,chr8:39451044-39522989,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADAM5,ADAM5,ADAM5,chr8_KI270822v1_alt:220373-251785,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADAM6,ADAM6,ADAM6,chr14_KI270846v1_alt:437497-440038,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADAM7,ADAM7,ADAM7,chr8:24294039-24548618,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADAM8,ADAM8,ADAM8,chr10:133262415-133276903,WT,DSL3,NOTEST,0.220209,0,#NAME?,0,1,1,no
ADAM9,ADAM9,ADAM9,chr8_KI270822v1_alt:7545-10943,WT,DSL3,OK,169.741,166.99,-0.0235768,-0.101385,0.86735,0.901374,no
ADAMDEC1,ADAMDEC1,ADAMDEC1,chr8:24294039-24548618,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADAMTS1,ADAMTS1,ADAMTS1,chr21:26836286-26845409,WT,DSL3,OK,2.07384,4.46931,1.10774,3.28146,5.00E-05,0.000189718,yes
ADAMTS10,ADAMTS10,ADAMTS10,chr19:8580239-8610735,WT,DSL3,NOTEST,1.2162,0.204066,-2.57527,0,1,1,no
ADAMTS12,ADAMTS12,ADAMTS12,chr5:33527180-33892019,WT,DSL3,OK,5.69866,1.67062,-1.77024,-5.20253,5.00E-05,0.000189718,yes
ADAMTS13,ADAMTS13,ADAMTS13,chr9:133361448-133459403,WT,DSL3,NOTEST,0,0.395305,inf,0,1,1,no
ADAMTS14,ADAMTS14,ADAMTS14,chr10:70672802-70762439,WT,DSL3,NOTEST,0.255462,0.518751,1.02193,0,1,1,no
ADAMTS15,ADAMTS15,ADAMTS15,chr11:130448973-130476644,WT,DSL3,OK,4.64317,11.1416,1.26277,5.3013,5.00E-05,0.000189718,yes
ADAMTS16,ADAMTS16,ADAMTS16,chr5:5140329-5320299,WT,DSL3,NOTEST,1.82561,2.90744,0.671373,0,1,1,no
ADAMTS17,ADAMTS17,ADAMTS17,chr15:99971437-100341978,WT,DSL3,NOTEST,0.0725786,0.0750511,0.0483296,0,1,1,no
ADAMTS18,ADAMTS18,ADAMTS18,chr16:77282127-77435114,WT,DSL3,NOTEST,0.0446544,0,#NAME?,0,1,1,no
ADAMTS19,ADAMTS19,ADAMTS19,chr5:129459558-129738683,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADAMTS19-AS1,ADAMTS19-AS1,ADAMTS19-AS1,chr5:129459558-129738683,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADAMTS2,ADAMTS2,ADAMTS2,chr5:179110850-179345430,WT,DSL3,OK,6.45103,18.0977,1.4882,3.59118,5.00E-05,0.000189718,yes
ADAMTS20,ADAMTS20,ADAMTS20,chr12:43354208-43551921,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADAMTS3,ADAMTS3,ADAMTS3,chr4:72280968-72568799,WT,DSL3,NOTEST,0.198068,0.574068,1.53523,0,1,1,no
ADAMTS4,ADAMTS4,ADAMTS4,chr1:161189747-161199055,WT,DSL3,OK,0.0344539,4.28581,6.95876,1.91695,0.14415,0.216249,no
ADAMTS5,ADAMTS5,ADAMTS5,chr21:26917911-26967120,WT,DSL3,NOTEST,0,0.11297,inf,0,1,1,no
ADAMTS6,ADAMTS6,ADAMTS6,chr5:65148735-65481877,WT,DSL3,OK,4.06476,4.46631,0.135911,0.614844,0.2871,0.378774,no
ADAMTS7,ADAMTS7,ADAMTS7,chr15:78759202-78811431,WT,DSL3,NOTEST,0,0.0177366,inf,0,1,1,no
ADAMTS7P1,ADAMTS7P1,ADAMTS7P1,chr15_KI270850v1_alt:3300-44597,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADAMTS8,ADAMTS8,ADAMTS8,chr11:130404922-130428644,WT,DSL3,NOTEST,0.159001,0,#NAME?,0,1,1,no
ADAMTS9,ADAMTS9,ADAMTS9,chr3:64515654-65011471,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADAMTS9-AS1,ADAMTS9-AS1,ADAMTS9-AS1,chr3:64515654-65011471,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADAMTS9-AS2,ADAMTS9-AS2,ADAMTS9-AS2,chr3:64515654-65011471,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADAMTSL1,ADAMTSL1,ADAMTSL1,chr9:18474080-18910949,WT,DSL3,OK,4.07214,3.06538,-0.40972,-0.843332,0.13975,0.211076,no
ADAMTSL2,ADAMTSL2,ADAMTSL2,chr9:133532163-133575519,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADAMTSL3,ADAMTSL3,ADAMTSL3,chr15:83654085-84039841,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADAMTSL4,ADAMTSL4,ADAMTSL4,chr1:150549368-150579738,WT,DSL3,NOTEST,0.367598,0.26216,-0.487681,0,1,1,no
ADAMTSL4-AS1,ADAMTSL4-AS1,ADAMTSL4-AS1,chr1:150549368-150579738,WT,DSL3,NOTEST,0.41658,1.16142,1.47923,0,1,1,no
ADAMTSL5,ADAMTSL5,ADAMTSL5,chr19:1505017-1513189,WT,DSL3,NOTEST,0.881431,0.0324683,-4.76274,0,1,1,no
ADAP1,ADAP1,ADAP1,chr7:897899-955407,WT,DSL3,NOTEST,2.68795,3.39158,0.335452,0,1,1,no
ADAP2,ADAP2,ADAP2,chr17:30921735-30959193,WT,DSL3,NOTEST,0,0.172409,inf,0,1,1,no
ADAR,ADAR,ADAR,chr1:154582057-154627980,WT,DSL3,OK,27.4566,56.0793,1.03032,5.11018,5.00E-05,0.000189718,yes
ADARB1,ADARB1,ADARB1,chr21:45074577-45226563,WT,DSL3,NOTEST,1.25415,1.27578,0.0246725,0,1,1,no
ADARB2,ADARB2,ADARB2,chr10:1177312-1737476,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADARB2-AS1,ADARB2-AS1,ADARB2-AS1,chr10:1177312-1737476,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADAT1,ADAT1,ADAT1,chr16:75598348-75623323,WT,DSL3,OK,4.35234,6.07063,0.480054,1.50392,0.0065,0.0150345,yes
ADAT2,ADAT2,ADAT2,chr6:143422831-143450704,WT,DSL3,NOTEST,1.23851,1.05883,-0.226135,0,1,1,no
ADAT3,ADAT3,ADAT3,chr19:1905371-1926013,WT,DSL3,NOTEST,5.18749,2.21382,-1.2285,0,1,1,no
ADCK1,ADCK1,ADCK1,chr14:77800082-77933954,WT,DSL3,NOTEST,2.36312,1.41702,-0.73783,0,1,1,no
ADCK2,ADCK2,ADCK2,chr7:140673152-140695108,WT,DSL3,OK,5.40331,3.102,-0.800643,-1.74468,0.00335,0.00841292,yes
ADCK3,ADCK3,ADCK3,chr1:226940236-226987545,WT,DSL3,OK,5.54719,5.6911,0.0369517,0.106824,0.85265,0.891106,no
ADCK4,ADCK4,ADCK4,chr19:40691528-40716885,WT,DSL3,OK,4.60996,5.72794,0.313261,0.680316,0.2416,0.328915,no
ADCK5,ADCK5,ADCK5,chr8:144374014-144409349,WT,DSL3,NOTEST,2.86187,2.31656,-0.304972,0,1,1,no
ADCY1,ADCY1,ADCY1,chr7:45574139-45723115,WT,DSL3,NOTEST,0.16506,0.548822,1.73335,0,1,1,no
ADCY10,ADCY10,ADCY10,chr1:167809387-167914226,WT,DSL3,NOTEST,0,0.0111019,inf,0,1,1,no
ADCY10P1,ADCY10P1,ADCY10P1,chr6:41072967-41140835,WT,DSL3,NOTEST,0.320922,0.204345,-0.651218,0,1,1,no
ADCY2,ADCY2,ADCY2,chr5:7396229-7830081,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADCY3,ADCY3,ADCY3,chr2:24790266-24919186,WT,DSL3,OK,5.85044,5.35428,-0.127852,-0.3417,0.5503,0.639674,no
ADCY4,ADCY4,ADCY4,chr14:24318348-24335071,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADCY5,ADCY5,ADCY5,chr3:123282295-123448545,WT,DSL3,NOTEST,0,0.20445,inf,0,1,1,no
ADCY6,ADCY6,ADCY6,chr12:48766190-48789096,WT,DSL3,OK,3.78398,3.063,-0.304958,-1.06281,0.0633,0.107932,no
ADCY7,ADCY7,ADCY7,chr16:50266539-50318134,WT,DSL3,NOTEST,0.366287,0.2444,-0.583731,0,1,1,no
ADCY8,ADCY8,ADCY8,chr8:130780300-131040589,WT,DSL3,NOTEST,0,0.36307,inf,0,1,1,no
ADCY9,ADCY9,ADCY9,chr16:3962648-4116185,WT,DSL3,OK,1.6115,4.99864,1.63313,5.11563,5.00E-05,0.000189718,yes
ADCYAP1,ADCYAP1,ADCYAP1,chr18:904942-912172,WT,DSL3,NOTEST,0.0287234,0,#NAME?,0,1,1,no
ADCYAP1R1,ADCYAP1R1,ADCYAP1R1,chr7:31052460-31111479,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADD1,ADD1,ADD1,chr4:2843856-2930075,WT,DSL3,OK,10.3624,15.3444,0.56635,2.77377,5.00E-05,0.000189718,yes
ADD2,ADD2,ADD2,chr2:70662083-70768243,WT,DSL3,OK,15.8906,0,#NAME?,#NAME?,5.00E-05,0.000189718,yes
ADD3,ADD3,ADD3,chr10:109945558-110135565,WT,DSL3,NOTEST,0.70183,0.0551192,-3.6705,0,1,1,no
ADD3-AS1,ADD3-AS1,ADD3-AS1,chr10:109945558-110135565,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADGB,ADGB,ADGB,chr6:146598999-146815461,WT,DSL3,NOTEST,0,0.0333616,inf,0,1,1,no
ADGRA1,ADGRA1,ADGRA1,chr10:133088003-133131675,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADGRA1-AS1,ADGRA1-AS1,ADGRA1-AS1,chr10:133085248-133086697,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADGRA2,ADGRA2,ADGRA2,chr8:37796882-37849913,WT,DSL3,NOTEST,1.00968,0.721483,-0.484861,0,1,1,no
ADGRA3,ADGRA3,ADGRA3,chr4:22387373-22516054,WT,DSL3,OK,5.7242,5.40416,-0.0830048,-0.324551,0.57375,0.660531,no
ADGRB1,ADGRB1,ADGRB1,chr8:142464015-142545007,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADGRB2,ADGRB2,ADGRB2,chr1:31727104-31764063,WT,DSL3,NOTEST,1.192,2.21681,0.895099,0,1,1,no
ADGRB3,ADGRB3,ADGRB3,chr6:68635739-69389511,WT,DSL3,NOTEST,0,0.0204603,inf,0,1,1,no
ADGRD1,ADGRD1,ADGRD1,chr12:130953906-131141463,WT,DSL3,NOTEST,0.0227371,0,#NAME?,0,1,1,no
ADGRE1,ADGRE1,ADGRE1,chr19:6887548-6940453,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADGRE2,ADGRE2,ADGRE2,chr19:14690039-14778541,WT,DSL3,NOTEST,0.0175242,0,#NAME?,0,1,1,no
ADGRE3,ADGRE3,ADGRE3,chr19:14619116-14674918,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADGRE4P,ADGRE4P,ADGRE4P,chr19:6952499-6990846,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADGRE5,ADGRE5,ADGRE5,chr19:14381143-14408725,WT,DSL3,NOTEST,0.540006,0.362762,-0.57395,0,1,1,no
ADGRF1,ADGRF1,ADGRF1,chr6:46997702-47042363,WT,DSL3,NOTEST,0.0300063,0,#NAME?,0,1,1,no
ADGRF2,ADGRF2,ADGRF2,chr6:47656589-47697797,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADGRF3,ADGRF3,ADGRF3,chr2:26308172-26395891,WT,DSL3,NOTEST,0.122571,0.0177575,-2.78712,0,1,1,no
ADGRF4,ADGRF4,ADGRF4,chr6:47698552-47722021,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADGRF5,ADGRF5,ADGRF5,chr6:46852505-46954938,WT,DSL3,NOTEST,0.0305316,0,#NAME?,0,1,1,no
ADGRG1,ADGRG1,ADGRG1,chr16:57619692-57665039,WT,DSL3,OK,7.08757,0.40844,-4.1171,-3.42134,5.00E-05,0.000189718,yes
ADGRG2,ADGRG2,ADGRG2,chrX:18989306-19122637,WT,DSL3,NOTEST,0.0769848,0.0118536,-2.69925,0,1,1,no
ADGRG3,ADGRG3,ADGRG3,chr16:57668244-57689378,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADGRG4,ADGRG4,ADGRG4,chrX:136300962-136416888,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADGRG5,ADGRG5,ADGRG5,chr16:57542420-57577188,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADGRG6,ADGRG6,ADGRG6,chr6:142301918-142446266,WT,DSL3,NOTEST,2.39712,1.48134,-0.694396,0,1,1,no
ADGRG7,ADGRG7,ADGRG7,chr3:100609588-100695481,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADGRL1,ADGRL1,ADGRL1,chr19:14137151-14206185,WT,DSL3,OK,4.78446,5.24182,0.13171,0.56325,0.3403,0.436188,no
ADGRL2,ADGRL2,ADGRL2,chr1:81699769-81992738,WT,DSL3,OK,28.3667,21.8703,-0.375221,-1.9766,0.00135,0.00375823,yes
ADGRL3,ADGRL3,ADGRL3,chr4:61497120-62161765,WT,DSL3,NOTEST,0,0.160879,inf,0,1,1,no
ADGRL3-AS1,ADGRL3-AS1,ADGRL3-AS1,chr4:61497120-62161765,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADGRL4,ADGRL4,ADGRL4,chr1:78889763-79006810,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADGRV1,ADGRV1,ADGRV1,chr5:90558799-91164216,WT,DSL3,NOTEST,0.00913507,0.0203203,1.15344,0,1,1,no
ADH1A,ADH1A,ADH1A,chr4:99088856-99301356,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADH1B,ADH1B,ADH1B,chr4:99306386-99321442,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADH1C,ADH1C,ADH1C,chr4:99336491-99353045,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADH4,ADH4,ADH4,chr4:99088856-99301356,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADH5,ADH5,ADH5,chr4:99070978-99088788,WT,DSL3,OK,35.8846,29.6102,-0.277273,-1.49031,0.00985,0.0216329,yes
ADH6,ADH6,ADH6,chr4:99088856-99301356,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADH7,ADH7,ADH7,chr4:99412260-99435510,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADHFE1,ADHFE1,ADHFE1,chr8:66432482-66468809,WT,DSL3,NOTEST,0.491919,0.698682,0.506214,0,1,1,no
ADI1,ADI1,ADI1,chr2_KI270769v1_alt:107388-110465,WT,DSL3,OK,42.989,35.6666,-0.269392,-1.3737,0.0177,0.0359468,yes
ADIG,ADIG,ADIG,chr20:38581194-38588463,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADIPOQ,ADIPOQ,ADIPOQ,chr3:186842673-186858463,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADIPOQ-AS1,ADIPOQ-AS1,ADIPOQ-AS1,chr3:186842673-186858463,WT,DSL3,NOTEST,0,0,0,0,1,1,no
ADIPOR1,ADIPOR1,ADIPOR1,chr1:202940824-202958572,WT,DSL3,OK,26.94,29.4812,0.130047,0.660217,0.25615,0.344758,no
ADIPOR2,ADIPOR2,ADIPOR2,chr12:1691080-1788679,WT,DSL3,OK,9.64947,12.0136,0.316148,1.65105,0.0059,0.0137832,yes
ADIRF,ADIRF,ADIRF,chr10:86968430-87010203,WT,DSL3,OK,6.82815,4.96032,-0.461064,-0.479621,0.3686,0.465272,no
ADK,ADK,ADK,chr10:74151184-74709303,WT,DSL3,OK,21.1379,13.5296,-0.64371,-2.89014,5.00E-05,0.000189718,yes
